tag	class	mesh	cnt_tex1	tex1[0]	tex1[1]	tex1[2]	tex1[3]	tex1[4]	cnt_tex2	tex1[0]	tex1[1]	cnt_dtab1	dtab1[0]	dtab1[1]	dtab1[2]	dtab1[3]	dtab1[4]	dtab1[5]	dtab1[6]	dtab1[7]	dtab1[8]	dtab1[9]	npc_speed	UNK_0	cnt_snd1	snd1[0]	snd1[1]	snd1[2]	cnt_snd2	snd2[0]	snd2[1]	snd2[2]	snd2[3]	snd2[4]	cnt_snd3	snd3[0]	snd3[1]	snd3[2]	UNK_0a	unk1_cnt	unk1_tab[0]	unk1_tab[1]	unk1_tab[2]	unk1_tab[3]	unk1_tab[4]	unk1_tab[5]	unk1_tab[6]	unk1_tab[7]	unk1_tab[8]	unk1_tab[9]	unk1_tab[10]	unk1_tab[11]	unk1_tab[12]	unk1_tab[13]	unk1_tab[14]	unk1_tab[15]	unk1_tab[16]	unk1_tab[17]	unk1_tab[18]	unk1_tab[19]	unk1_tab[20]	unk1_tab[21]	unk1_tab[22]	unk1_tab[23]	unk1_tab[24]	unk1_tab[25]	level_lim_dn	level_lim_up	effect	UNK_2	sound_rad	sound_vol	sound_rnd	quest_be	class_lim_?
48	LineageMonster.succubus	LineageMonsters.succubus_m00	2	LineageMonstersTex.succubus_t00	LineageMonstersTex.succubus_t01				0			5	4298	4278	4333	20094	20095						1.00000000	0	3	ItemSound.spear_2	ItemSound.sword_big_2	ItemSound.sword_great_2	4	MonSound.Hit_bone_7	MonSound.Hit_Wet_4	MonSound.Hit_normal_3	MonSound.Hit_Metal_Clang_1		3	MonSound.succubus_dmg_1	MonSound.succubus_dmg_2	MonSound.succubus_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
49	LineageMonster.werewolf	LineageMonsters.werewolf_m00	2	LineageMonstersTex.werewolf_t00	LineageMonstersTex.werewolf_t01				0			3	4295	20096	20097								1.00000000	0	3	ItemSound.spear_2	ItemSound.spear_3	ItemSound.sword_mid_3	4	MonSound.Hit_Normal_11	MonSound.Hit_Metal_1	MonSound.Hit_Metal_Clang_2	MonSound.Hit_normal_12		3	MonSound.werewolf_dmg_1	MonSound.werewolf_dmg_2	MonSound.werewolf_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
50	LineageMonster.poison_spider	LineageMonsters.poison_spider_m00	2	LineageMonstersTex.poison_spider_t00	LineageMonstersTex.poison_spider_t01				0			4	4301	4279	20098	20099							1.00000000	0	1				4	MonSound.Hit_Wet_2	MonSound.Hit_Shell_1	ItemSound.armor_leather_2	MonSound.Hit_bone_7		3	MonSound.p_spider_dmg_1	MonSound.p_spider_dmg_2	MonSound.p_spider_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
51	LineageMonster.skeleton_archer	LineageMonsters.skeleton_archer_m00	3	LineageMonstersTex.skeleton_archer_t00	LineageMonstersTex.skeleton_archer_t01	LineageMonstersTex.skeleton_archer_t02			0			6	4290	4275	4278	4274	20100	20101					1.00000000	0	3	ItemSound.sword_big_2	ItemSound.sword_great_2	ItemSound.spear_3	3	MonSound.Hit_Bone_2	ItemSound.armor_leather_2	ItemSound.shield_bone_3			3	MonSound.skeleton_arc_dmg_1	MonSound.skeleton_arc_dmg_2	MonSound.skeleton_arc_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
52	LineageMonster.succubus	LineageMonsters.succubus_m00	2	LineageMonstersTex.succubus_t00	LineageMonstersTex.succubus_t01				0			5	4298	4278	4333	20102	20103						1.00000000	0	1				4	MonSound.Hit_bone_7	MonSound.Hit_Wet_4	MonSound.Hit_normal_3	MonSound.Hit_Metal_Clang_1		3	MonSound.succubus_dmg_1	MonSound.succubus_dmg_2	MonSound.succubus_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
53	LineageMonster.ol_mahum_archer	LineageMonsters.ol_mahum_archer_m00	2	LineageMonstersTex.ol_mahum_archer_t00	LineageMonstersTex.ol_mahum_archer_t01				0			3	4295	20104	20105								1.00000000	0	3	ItemSound.spear_2	ItemSound.spear_3	ItemSound.sword_mid_3	4	ItemSound.shield_steel_3	MonSound.Hit_Wet_3	MonSound.Hit_Metal_clang_10	MonSound.Hit_normal_3		3	MonSound.ol_mahum_arc_dmg_1	MonSound.ol_mahum_arc_dmg_2	MonSound.ol_mahum_arc_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
54	LineageMonster.spartoi	LineageMonsters.spartoi_m00	2	LineageMonstersTex.spartoi_t00	LineageMonstersTex.spartoi_t01				0			6	4290	4275	4278	4274	20106	20107					1.00000000	0	3	ItemSound.spear_3	ItemSound.sword_great_2	ItemSound.hammer_2	4	ItemSound.Armor_bone_3	MonSound.Hit_Metal_Clang_2	ItemSound.shield_bone_2	ItemSound.shield_steel_5		3	MonSound.spartoi_dmg_1	MonSound.spartoi_dmg_2	MonSound.spartoi_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
55	LineageMonster.monster_eye	LineageMonsters.monster_eye_m00	1	LineageMonstersTex.monster_eye_t00					0			5	4291	4281	4276	20108	20109						2.00000000	0	1				4	MonSound.Hit_Bone_8	MonSound.Hit_Wet_5	MonSound.Hit_Wet_4	MonSound.Hit_Normal_10		3	MonSound.monster_eye_dmg_1	MonSound.monster_eye_dmg_2	MonSound.monster_eye_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
56	LineageMonster.dre_vanul	LineageMonsters.dre_vanul_m00	2	LineageMonstersTex.dre_vanul_t00	LineageMonstersTex.dre_vanul_t01				0			5	4298	4278	4333	20110	20111						1.00000000	0	1				4	ItemSound.armor_leather_2	MonSound.Hit_Shell_3	MonSound.Hit_Wet_4	MonSound.Hit_Bone_8		3	MonSound.dre_vanul_dmg_1	MonSound.dre_vanul_dmg_2	MonSound.dre_vanul_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
57	LineageMonster.succubus	LineageMonsters.succubus_m00	2	LineageMonstersTex.succubus_t00	LineageMonstersTex.succubus_t01				0			5	4298	4278	4333	20112	20113						1.00000000	0	1				4	MonSound.Hit_bone_7	MonSound.Hit_Wet_4	MonSound.Hit_normal_3	MonSound.Hit_Metal_Clang_1		3	MonSound.succubus_dmg_1	MonSound.succubus_dmg_2	MonSound.succubus_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
58	LineageMonster.ol_mahum	LineageMonsters.ol_mahum_m00	2	LineageMonstersTex.ol_mahum_t00	LineageMonstersTex.ol_mahum_t01				0			3	4295	20114	20115								1.00000000	0	3	ItemSound.sword_big_9	ItemSound.spear_2	ItemSound.sword_mid_9	4	ItemSound.shield_steel_1	MonSound.Hit_Wet_3	ItemSound.shield_steel_8	MonSound.Hit_normal_3		3	MonSound.ol_mahum_dmg_1	MonSound.ol_mahum_dmg_2	MonSound.ol_mahum_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
59	LineageMonster.monster_eye	LineageMonsters.monster_eye_m00	1	LineageMonstersTex.monster_eye_t00					0			5	4291	4281	4276	20116	20117						2.00000000	0	1				4	MonSound.Hit_Bone_8	MonSound.Hit_Wet_5	MonSound.Hit_Wet_4	MonSound.Hit_Normal_10		3	MonSound.monster_eye_dmg_1	MonSound.monster_eye_dmg_2	MonSound.monster_eye_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
60	LineageMonster.spartoi	LineageMonsters.spartoi_m00	2	LineageMonstersTex.spartoi_t00	LineageMonstersTex.spartoi_t01				0			6	4290	4275	4278	4274	20118	20119					1.00000000	0	3	ItemSound.sword_great_2	ItemSound.sword_big_5	ItemSound.spear_4	4	ItemSound.Armor_bone_3	MonSound.Hit_Metal_Clang_2	ItemSound.shield_bone_2	ItemSound.shield_steel_5		3	MonSound.spartoi_dmg_1	MonSound.spartoi_dmg_2	MonSound.spartoi_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
61	LineageMonster.ol_mahum	LineageMonsters.ol_mahum_m00	2	LineageMonstersTex.ol_mahum_t00	LineageMonstersTex.ol_mahum_t01				0			3	4295	20120	20121								1.00000000	0	3	ItemSound.sword_big_2	ItemSound.sword_great_2	ItemSound.spear_3	4	ItemSound.shield_steel_1	MonSound.Hit_Wet_3	ItemSound.shield_steel_8	MonSound.Hit_normal_3		3	MonSound.ol_mahum_dmg_1	MonSound.ol_mahum_dmg_2	MonSound.ol_mahum_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
62	LineageMonster.bugbear	LineageMonsters.bugbear_m00	2	LineageMonstersTex.bugbear_t00	LineageMonstersTex.bugbear_t01				0			3	4295	20122	20123								1.00000000	0	3	ItemSound.sword_mid_3	ItemSound.spear_2	ItemSound.spear_4	4	MonSound.Hit_Stone_1	MonSound.Hit_Wet_4	MonSound.Hit_Shell_4	MonSound.Hit_Metal_Clang_1		3	MonSound.bugbear_dmg_1	MonSound.bugbear_dmg_2	MonSound.bugbear_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
63	LineageMonster.ol_mahum_archer	LineageMonsters.ol_mahum_archer_m00	2	LineageMonstersTex.ol_mahum_archer_t00	LineageMonstersTex.ol_mahum_archer_t01				0			3	4295	20124	20125								1.00000000	0	1				4	ItemSound.shield_steel_3	MonSound.Hit_Wet_3	MonSound.Hit_Metal_clang_10	MonSound.Hit_normal_3		3	MonSound.ol_mahum_arc_dmg_1	MonSound.ol_mahum_arc_dmg_2	MonSound.ol_mahum_arc_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
64	LineageMonster.bugbear	LineageMonsters.bugbear_m00	2	LineageMonstersTex.bugbear_t00	LineageMonstersTex.bugbear_t01				0			3	4295	20126	20127								1.00000000	0	3	ItemSound.sword_mid_9	ItemSound.sword_big_2	ItemSound.spear_4	4	MonSound.Hit_Stone_1	MonSound.Hit_Wet_4	MonSound.Hit_Shell_4	MonSound.Hit_Metal_Clang_1		3	MonSound.bugbear_dmg_1	MonSound.bugbear_dmg_2	MonSound.bugbear_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
65	LineageMonster.ol_mahum	LineageMonsters.ol_mahum_m00	2	LineageMonstersTex.ol_mahum_t00	LineageMonstersTex.ol_mahum_t01				0			3	4295	20128	20129								1.00000000	0	3	ItemSound.sword_big_9	ItemSound.sword_big_2	ItemSound.spear_4	4	ItemSound.shield_steel_1	MonSound.Hit_Wet_3	ItemSound.shield_steel_8	MonSound.Hit_normal_3		3	MonSound.ol_mahum_dmg_1	MonSound.ol_mahum_dmg_2	MonSound.ol_mahum_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
66	LineageMonster.ol_mahum_champion	LineageMonsters.ol_mahum_champion_m00	2	LineageMonstersTex.ol_mahum_champion_t00	LineageMonstersTex.ol_mahum_champion_t01				0			3	4295	20130	20131								1.00000000	0	3	ItemSound.hammer_1	ItemSound.spear_4	ItemSound.sword_big_5	4	ItemSound.shield_steel_2	MonSound.Hit_Wet_3	ItemSound.shield_steel_9	ItemSound.armor_leather_6		3	MonSound.ol_mahum_champ_dmg_1	MonSound.ol_mahum_champ_dmg_2	MonSound.ol_mahum_champ_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
67	LineageMonster.monster_eye	LineageMonsters.monster_eye_m00	1	LineageMonstersTex.monster_eye_t00					0			5	4291	4281	4276	20132	20133						2.00000000	0	1				4	MonSound.Hit_Bone_8	MonSound.Hit_Wet_5	MonSound.Hit_Wet_4	MonSound.Hit_Normal_10		3	MonSound.monster_eye_dmg_1	MonSound.monster_eye_dmg_2	MonSound.monster_eye_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
68	LineageMonster.monster_eye	LineageMonsters.monster_eye_m00	1	LineageMonstersTex.monster_eye_t00					0			5	4291	4281	4276	20134	20135						2.00000000	0	1				4	MonSound.Hit_Bone_8	MonSound.Hit_Wet_5	MonSound.Hit_Wet_4	MonSound.Hit_Normal_10		3	MonSound.monster_eye_dmg_1	MonSound.monster_eye_dmg_2	MonSound.monster_eye_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
69	LineageMonster.virud_lizardman	LineageMonsters.virud_lizardman_m00	2	LineageMonstersTex.virud_lizardman_t00	LineageMonstersTex.virud_lizardman_t01				0			3	4295	20136	20137								1.00000000	0	3	ItemSound.spear_2	ItemSound.sword_mid_9	ItemSound.sword_mid_3	4	MonSound.Hit_Shell_2	MonSound.Hit_normal_3	MonSound.Hit_Metal_Clang_1	MonSound.Hit_Wet_1		3	MonSound.v_lizard_scout_dmg_1	MonSound.v_lizard_scout_dmg_2	MonSound.v_lizard_scout_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
70	LineageMonster.lesser_basilisk	LineageMonsters.lesser_basilisk_m00	2	LineageMonstersTex.lesser_basilisk_t00	LineageMonstersTex.lesser_basilisk_t01				0			3	4292	20138	20139								2.00000000	0	1				5	MonSound.Hit_Shell_1	MonSound.Hit_Stone_2	ItemSound.shield_bone_4	MonSound.Hit_Wood_5	MonSound.Hit_Normal_10	3	MonSound.less_basilisk_dmg_1	MonSound.less_basilisk_dmg_2	MonSound.less_basilisk_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
71	LineageMonster.virud_lizardman_warrior	LineageMonsters.virud_lizardman_warrior_m00	2	LineageMonstersTex.virud_lizardman_warrior_t00	LineageMonstersTex.virud_lizardman_warrior_t01				0			3	4295	20140	20141								1.00000000	0	3	ItemSound.sword_great_2	ItemSound.sword_big_5	ItemSound.spear_4	4	ItemSound.armor_metal_alt_2	MonSound.Hit_Shell_1	ItemSound.shield_steel_3	MonSound.Hit_Wet_5		3	MonSound.v_lizard_warrior_dmg_1	MonSound.v_lizard_warrior_dmg_2	MonSound.v_lizard_warrior_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
72	LineageMonster.lesser_basilisk	LineageMonsters.lesser_basilisk_m00	2	LineageMonstersTex.lesser_basilisk_t00	LineageMonstersTex.lesser_basilisk_t01				0			3	4292	20142	20143								2.00000000	0	1				5	MonSound.Hit_Shell_1	MonSound.Hit_Stone_2	ItemSound.shield_bone_4	MonSound.Hit_Wood_5	MonSound.Hit_Normal_10	3	MonSound.less_basilisk_dmg_1	MonSound.less_basilisk_dmg_2	MonSound.less_basilisk_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
73	LineageMonster.ol_mahum	LineageMonsters.ol_mahum_m00	2	LineageMonstersTex.ol_mahum_t00	LineageMonstersTex.ol_mahum_t01				0			3	4295	20144	20145								1.00000000	0	3	ItemSound.hammer_1	ItemSound.sword_great_2	ItemSound.hammer_3	4	ItemSound.shield_steel_1	MonSound.Hit_Wet_3	ItemSound.shield_steel_8	MonSound.Hit_normal_3		3	MonSound.ol_mahum_dmg_1	MonSound.ol_mahum_dmg_2	MonSound.ol_mahum_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
74	LineageMonster.onyx_beast	LineageMonsters.onyx_beast_m00	1	LineageMonstersTex.onyx_beast_t00					0			4	4292	4279	20146	20147							1.00000000	0	1				4	MonSound.Hit_Soul_8	MonSound.Hit_Metal_17	MonSound.Hit_normal_9	MonSound.Hit_Stone_3		3	MonSound.onyx_beast_dmg_1	MonSound.onyx_beast_dmg_2	MonSound.onyx_beast_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
75	LineageMonster.ant_larva	LineageMonsters.ant_larva_m00	1	LineageMonstersTex.ant_larva_t00					0			4	4301	4279	20148	20149							1.00000000	0	1				3	MonSound.Hit_Shell_1	MonSound.Hit_normal_3	MonSound.Hit_Wet_5			3	MonSound.ant_larva_dmg_1	MonSound.ant_larva_dmg_2	MonSound.ant_larva_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
76	LineageMonster.ol_mahum_champion	LineageMonsters.ol_mahum_champion_m00	2	LineageMonstersTex.ol_mahum_champion_t00	LineageMonstersTex.ol_mahum_champion_t01				0			3	4295	20150	20151								1.00000000	0	3	ItemSound.sword_big_2	ItemSound.sword_great_2	ItemSound.spear_3	4	ItemSound.shield_steel_2	MonSound.Hit_Wet_3	ItemSound.shield_steel_9	ItemSound.armor_leather_6		3	MonSound.ol_mahum_champ_dmg_1	MonSound.ol_mahum_champ_dmg_2	MonSound.ol_mahum_champ_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
77	LineageMonster.onyx_beast	LineageMonsters.onyx_beast_m00	1	LineageMonstersTex.onyx_beast_t00					0			4	4292	4279	20152	20153							1.00000000	0	1				4	MonSound.Hit_Soul_8	MonSound.Hit_Metal_17	MonSound.Hit_normal_9	MonSound.Hit_Stone_3		3	MonSound.onyx_beast_dmg_1	MonSound.onyx_beast_dmg_2	MonSound.onyx_beast_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
78	LineageMonster.sylph_100_bi	LineageMonsters.sylph_m00	2	LineageMonstersTex.sylph_t00	LineageMonstersTex.sylph_t01				0			5	4296	4011	4282	20154	20155						1.00000000	0	1				3	MonSound.Hit_Soul_5	MonSound.Hit_Soul_6	MonSound.Hit_Soul_8			3	MonSound.sylph_dmg_1	MonSound.sylph_dmg_2	MonSound.sylph_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
79	LineageMonster.ant	LineageMonsters.ant_m00	1	LineageMonstersTex.ant_t00					0			4	4301	4279	20156	20157							1.00000000	0	1				4	MonSound.Hit_Normal_11	MonSound.Hit_Shell_2	MonSound.Hit_Wet_5	ItemSound.shield_bone_4		3	MonSound.ant_dmg_1	MonSound.ant_dmg_2	MonSound.ant_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
80	LineageMonster.ant	LineageMonsters.ant_m00	1	LineageMonstersTex.ant_t00					0			4	4301	4279	20158	20159							1.00000000	0	1				4	MonSound.Hit_Normal_11	MonSound.Hit_Shell_2	MonSound.Hit_Wet_5	ItemSound.shield_bone_4		3	MonSound.ant_dmg_1	MonSound.ant_dmg_2	MonSound.ant_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
81	LineageMonster.ant	LineageMonsters.ant_m00	1	LineageMonstersTex.ant_t00					0			5	4301	4303	4279	20160	20161						1.00000000	0	1				4	MonSound.Hit_Normal_11	MonSound.Hit_Shell_2	MonSound.Hit_Wet_5	ItemSound.shield_bone_4		3	MonSound.ant_dmg_1	MonSound.ant_dmg_2	MonSound.ant_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
82	LineageMonster.ant_soldier	LineageMonsters.ant_soldier_m00	2	LineageMonstersTex.ant_soldier_t00	LineageMonstersTex.ant_soldier_t01				0			4	4301	4279	20162	20163							1.00000000	0	1				4	MonSound.Hit_Normal_11	MonSound.Hit_Shell_2	MonSound.Hit_Wet_5	ItemSound.shield_bone_4		3	MonSound.ant_sol_dmg_1	MonSound.ant_sol_dmg_2	MonSound.ant_sol_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
83	LineageMonster.stone_golem	LineageMonsters.stone_golem_m00	2	LineageMonstersTex.stone_golem_t00	LineageMonstersTex.stone_golem_t01				0			8	4291	4071	4273	4274	4116	4284	20164	20165			1.00000000	0	1				5	MonSound.Hit_Stone_1	MonSound.Hit_Stone_2	MonSound.Hit_Shell_4	MonSound.Hit_Normal_1	MonSound.Hit_Stone_3	3	MonSound.stone_golem_dmg_1	MonSound.stone_golem_dmg_2	MonSound.stone_golem_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
84	LineageMonster.ant_soldier	LineageMonsters.ant_soldier_m00	2	LineageMonstersTex.ant_soldier_t00	LineageMonstersTex.ant_soldier_t01				0			4	4301	4279	20166	20167							1.00000000	0	1				4	MonSound.Hit_Normal_11	MonSound.Hit_Shell_2	MonSound.Hit_Wet_5	ItemSound.shield_bone_4		3	MonSound.ant_sol_dmg_1	MonSound.ant_sol_dmg_2	MonSound.ant_sol_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
85	LineageMonster.stone_golem	LineageMonsters.stone_golem_m00	2	LineageMonstersTex.stone_golem_t00	LineageMonstersTex.stone_golem_t01				0			8	4291	4071	4273	4274	4116	4284	20168	20169			1.00000000	0	1				5	MonSound.Hit_Stone_1	MonSound.Hit_Stone_2	MonSound.Hit_Shell_4	MonSound.Hit_Normal_1	MonSound.Hit_Stone_3	3	MonSound.stone_golem_dmg_1	MonSound.stone_golem_dmg_2	MonSound.stone_golem_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
86	LineageMonster.ant_soldier	LineageMonsters.ant_soldier_m00	2	LineageMonstersTex.ant_soldier_t00	LineageMonstersTex.ant_soldier_t01				0			4	4301	4279	20170	20171							1.00000000	0	1				4	MonSound.Hit_Normal_11	MonSound.Hit_Shell_2	MonSound.Hit_Wet_5	ItemSound.shield_bone_4		3	MonSound.ant_sol_dmg_1	MonSound.ant_sol_dmg_2	MonSound.ant_sol_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
87	LineageMonster.ant_soldier	LineageMonsters.ant_soldier_m00	2	LineageMonstersTex.ant_soldier_t00	LineageMonstersTex.ant_soldier_t01				0			5	4301	4303	4279	20172	20173						1.00000000	0	1				4	MonSound.Hit_Normal_11	MonSound.Hit_Shell_2	MonSound.Hit_Wet_5	ItemSound.shield_bone_4		3	MonSound.ant_sol_dmg_1	MonSound.ant_sol_dmg_2	MonSound.ant_sol_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
88	LineageMonster.ant_soldier	LineageMonsters.ant_soldier_m00	2	LineageMonstersTex.ant_soldier_t00	LineageMonstersTex.ant_soldier_t01				0			5	4301	4303	4279	20174	20175						1.00000000	0	1				4	MonSound.Hit_Normal_11	MonSound.Hit_Shell_2	MonSound.Hit_Wet_5	ItemSound.shield_bone_4		3	MonSound.ant_sol_dmg_1	MonSound.ant_sol_dmg_2	MonSound.ant_sol_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
89	LineageMonster.noble_ant	LineageMonsters.noble_ant_m00	2	LineageMonstersTex.noble_ant_t00	LineageMonstersTex.noble_ant_t01				0			4	4301	4279	20176	20177							2.00000000	0	1				4	MonSound.Hit_Normal_11	MonSound.Hit_Shell_2	MonSound.Hit_Wet_5	ItemSound.shield_bone_4		3	MonSound.noble_ant_dmg_1	MonSound.noble_ant_dmg_2	MonSound.noble_ant_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
90	LineageMonster.noble_ant	LineageMonsters.noble_ant_m00	2	LineageMonstersTex.noble_ant_t00	LineageMonstersTex.noble_ant_t01				0			5	4301	4303	4279	20178	20179						2.00000000	0	1				4	MonSound.Hit_Normal_11	MonSound.Hit_Shell_2	MonSound.Hit_Wet_5	ItemSound.shield_bone_4		3	MonSound.noble_ant_dmg_1	MonSound.noble_ant_dmg_2	MonSound.noble_ant_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
91	LineageMonster.fox	LineageMonsters.fox_m00	1	LineageMonstersTex.fox_t00					0			3	4293	20180	20181								1.00000000	0	1				4	MonSound.Hit_normal_3	MonSound.Hit_Wet_1	MonSound.Hit_Bone_2	MonSound.Hit_normal_12		3	MonSound.fox_dmg_1	MonSound.fox_dmg_2	MonSound.fox_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
92	LineageMonster.monster_eye	LineageMonsters.monster_eye_m00	1	LineageMonstersTex.monster_eye_t00					0			5	4291	4281	4276	20182	20183						1.00000000	0	1				4	MonSound.Hit_Bone_8	MonSound.Hit_Wet_5	MonSound.Hit_Wet_4	MonSound.Hit_Normal_10		3	MonSound.monster_eye_dmg_1	MonSound.monster_eye_dmg_2	MonSound.monster_eye_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
93	LineageMonster.orc_fighter	LineageMonsters.orc_fighter_m00	2	LineageMonstersTex.orc_fighter_t00	LineageMonstersTex.orc_fighter_t01				0			3	4295	20184	20185								1.00000000	0	3	ItemSound.sword_great_2	ItemSound.sword_big_5	ItemSound.spear_4	4	MonSound.Hit_Wet_4	MonSound.Hit_Shell_1	MonSound.Hit_Normal_10	MonSound.Hit_Metal_clang_10		3	MonSound.orc_fighter_dmg_1	MonSound.orc_fighter_dmg_2	MonSound.orc_fighter_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
94	LineageMonster.orc_archer	LineageMonsters.orc_archer_m00	2	LineageMonstersTex.orc_archer_t00	LineageMonstersTex.orc_archer_t01				0			3	4295	20186	20187								1.00000000	0	3	ItemSound.sword_great_2	ItemSound.sword_big_5	ItemSound.spear_4	3	MonSound.Hit_normal_3	ItemSound.armor_leather_1	MonSound.Hit_Normal_10			3	MonSound.orc_archer_dmg_1	MonSound.orc_archer_dmg_2	MonSound.orc_archer_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
95	LineageMonster.vampire_bat	LineageMonsters.vampire_bat_m00	2	LineageMonstersTex.vampire_bat_t00	LineageMonstersTex.vampire_bat_t01				0			5	4292	4281	4276	20188	20189						1.00000000	0	1				4	MonSound.Hit_bone_7	MonSound.Hit_Wet_4	MonSound.Hit_Bone_5	MonSound.Hit_Wet_5		3	MonSound.vamp_bat_dmg_1	MonSound.vamp_bat_dmg_2	MonSound.vamp_bat_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
