id	level	name	description
105	9	a,Freezing Strike\0	a,Instantly freezes target area. Temporarily reduces enemy's Speed. Effect 2. Power 39.\0
105	10	a,Freezing Strike\0	a,Instantly freezes target area. Temporarily reduces enemy's Speed. Effect 2. Power 40.\0
105	11	a,Freezing Strike\0	a,Instantly freezes target area. Temporarily reduces enemy's Speed. Effect 2. Power 42.\0
105	12	a,Freezing Strike\0	a,Instantly freezes target area. Temporarily reduces enemy's Speed. Effect 2. Power 43.\0
105	13	a,Freezing Strike\0	a,Instantly freezes target area. Temporarily reduces enemy's Speed. Effect 2. Power 45.\0
105	14	a,Freezing Strike\0	a,Instantly freezes target area. Temporarily reduces enemy's Speed. Effect 2. Power 46.\0
105	15	a,Freezing Strike\0	a,Instantly freezes target area. Temporarily reduces enemy's Speed. Effect 2. Power 48.\0
105	16	a,Freezing Strike\0	a,Instantly freezes target area. Temporarily reduces enemy's Speed. Effect 2. Power 49.\0
105	17	a,Freezing Strike\0	a,Instantly freezes target area. Temporarily reduces enemy's Speed. Effect 2. Power 51.\0
105	18	a,Freezing Strike\0	a,Instantly freezes target area. Temporarily reduces enemy's Speed. Effect 2. Power 53.\0
105	19	a,Freezing Strike\0	a,Instantly freezes target area. Temporarily reduces enemy's Speed. Effect 2. Power 56.\0
105	20	a,Freezing Strike\0	a,Instantly freezes target area. Temporarily reduces enemy's Speed. Effect 2. Power 58.\0
105	21	a,Freezing Strike\0	a,Instantly freezes target area. Temporarily reduces enemy's Speed. Effect 2. Power 59.\0
105	22	a,Freezing Strike\0	a,Instantly freezes target area. Temporarily reduces enemy's Speed. Effect 2. Power 61.\0
105	23	a,Freezing Strike\0	a,Instantly freezes target area. Temporarily reduces enemy's Speed. Effect 2. Power 63.\0
105	24	a,Freezing Strike\0	a,Instantly freezes target area. Temporarily reduces enemy's Speed. Effect 2. Power 65.\0
112	1	a,Deflect Arrow\0	a,Increases defense against bow attacks. Effect 1.\0
112	2	a,Deflect Arrow\0	a,Increases defense against bow attacks. Effect 2.\0
112	3	a,Deflect Arrow\0	a,Increases defense against bow attacks. Effect 3.\0
112	4	a,Deflect Arrow\0	a,Increases defense against bow attacks. Effect 4.\0
113	1	a,Long Shot\0	a,Bow range increases.\0
113	2	a,Long Shot\0	a,Bow range increases.\0
115	1	a,Power Break\0	a,Instantly reduces enemy's P. Atk Effect 2.\0
115	2	a,Power Break\0	a,Instantly reduces enemy's P. Atk Effect 2.\0
115	3	a,Power Break\0	a,Instantly reduces enemy's P. Atk Effect 3.\0
115	4	a,Power Break\0	a,Instantly reduces enemy's P. Atk Effect 3.\0
115	5	a,Power Break\0	a,Instantly reduces enemy's P. Atk Effect 3.\0
115	6	a,Power Break\0	a,Instantly reduces enemy's P. Atk Effect 3.\0
115	7	a,Power Break\0	a,Instantly reduces enemy's P. Atk Effect 3.\0
115	8	a,Power Break\0	a,Instantly reduces enemy's P. Atk Effect 3.\0
115	9	a,Power Break\0	a,Instantly reduces enemy's P. Atk Effect 3.\0
115	10	a,Power Break\0	a,Instantly reduces enemy's P. Atk Effect 3.\0
115	11	a,Power Break\0	a,Instantly reduces enemy's P. Atk Effect 3.\0
115	12	a,Power Break\0	a,Instantly reduces enemy's P. Atk Effect 3.\0
115	13	a,Power Break\0	a,Instantly reduces enemy's P. Atk Effect 3.\0
115	14	a,Power Break\0	a,Instantly reduces enemy's P. Atk Effect 3.\0
115	15	a,Power Break\0	a,Instantly reduces enemy's P. Atk Effect 3.\0
115	16	a,Power Break\0	a,Instantly reduces enemy's P. Atk Effect 3.\0
115	17	a,Power Break\0	a,Instantly reduces enemy's P. Atk Effect 3.\0
118	1	a,Magician's Movement\0	a,Increases attack speed when wearing a robe jacket and robe pants.\0
121	1	a,Battle Roar\0	a,Temporarily increases maximum HP and restores HP. Effect 1.\0
121	2	a,Battle Roar\0	a,Temporarily increases maximum HP and restores HP. Effect 2.\0
121	3	a,Battle Roar\0	a,Temporarily increases maximum HP and restores HP. Effect 3.\0
121	4	a,Battle Roar\0	a,Temporarily increases maximum HP and restores HP. Effect 4.\0
121	5	a,Battle Roar\0	a,Temporarily increases maximum HP and restores HP. Effect 5.\0
121	6	a,Battle Roar\0	a,Temporarily increases maximum HP and restores HP. Effect 6.\0
129	1	a,Poison\0	a,Instantly poisons enemy. Effect 3.\0
129	2	a,Poison\0	a,Instantly poisons enemy. Effect 5.\0
129	3	a,Poison\0	a,Instantly poisons enemy. Effect 6.\0
129	4	a,Poison\0	a,Instantly poisons enemy. Effect 7.\0
129	5	a,Poison\0	a,Instantly poisons enemy. Effect 8.\0
137	1	a,Critical Chance\0	a,Critical rate increases.\0
137	2	a,Critical Chance\0	a,Critical rate increases.\0
137	3	a,Critical Chance\0	a,Critical rate increases.\0
141	1	a,Weapon Mastery\0	a,Attack power increases.\0
141	2	a,Weapon Mastery\0	a,Attack power increases.\0
141	3	a,Weapon Mastery\0	a,Attack power increases.\0
142	1	a,Armor Mastery\0	a,Defense increases.\0
142	2	a,Armor Mastery\0	a,Defense increases.\0
142	3	a,Armor Mastery\0	a,Defense increases.\0
142	4	a,Armor Mastery\0	a,Increases defense when wearing heavy equipment. Increases defense and evasion when wearing light equipment.\0
142	5	a,Armor Mastery\0	a,Increases defense when wearing heavy equipment. Increases defense and evasion when wearing light equipment.\0
146	1	a,Anti Magic\0	a,Increases M. Def.\0
146	2	a,Anti Magic\0	a,Increases M. Def.\0
146	3	a,Anti Magic\0	a,Increases M. Def.\0
146	4	a,Anti Magic\0	a,Increases M. Def.\0
146	5	a,Anti Magic\0	a,Increases M. Def.\0
146	6	a,Anti Magic\0	a,Increases M. Def.\0
146	7	a,Anti Magic\0	a,Increases M. Def.\0
146	8	a,Anti Magic\0	a,Increases M. Def.\0
146	9	a,Anti Magic\0	a,Increases M. Def.\0
146	10	a,Anti Magic\0	a,Increases M. Def.\0
146	11	a,Anti Magic\0	a,Increases M. Def.\0
146	12	a,Anti Magic\0	a,Increases M. Def.\0
146	13	a,Anti Magic\0	a,Increases M. Def.\0
146	14	a,Anti Magic\0	a,Increases M. Def.\0
146	15	a,Anti Magic\0	a,Increases M. Def.\0
146	16	a,Anti Magic\0	a,Increases M. Def.\0
146	17	a,Anti Magic\0	a,Increases M. Def.\0
146	18	a,Anti Magic\0	a,Increases M. Def.\0
146	19	a,Anti Magic\0	a,Increases M. Def.\0
146	20	a,Anti Magic\0	a,Increases M. Def.\0
146	21	a,Anti Magic\0	a,Increases M. Def.\0
146	22	a,Anti Magic\0	a,Increases M. Def.\0
146	23	a,Anti Magic\0	a,Increases M. Def.\0
146	24	a,Anti Magic\0	a,Increases M. Def.\0
146	25	a,Anti Magic\0	a,Increases M. Def.\0
146	26	a,Anti Magic\0	a,Increases M. Def.\0
146	27	a,Anti Magic\0	a,Increases M. Def.\0
146	28	a,Anti Magic\0	a,Increases M. Def.\0
146	29	a,Anti Magic\0	a,Increases M. Def.\0
146	30	a,Anti Magic\0	a,Increases M. Def.\0
146	31	a,Anti Magic\0	a,Increases M. Def.\0
146	32	a,Anti Magic\0	a,Increases M. Def.\0
146	33	a,Anti Magic\0	a,Increases M. Def.\0
146	34	a,Anti Magic\0	a,Increases M. Def.\0
146	35	a,Anti Magic\0	a,Increases M. Def.\0
146	36	a,Anti Magic\0	a,Increases M. Def.\0
146	37	a,Anti Magic\0	a,Increases M. Def.\0
146	38	a,Anti Magic\0	a,Increases M. Def.\0
146	39	a,Anti Magic\0	a,Increases M. Def.\0
146	40	a,Anti Magic\0	a,Increases M. Def.\0
146	41	a,Anti Magic\0	a,Increases M. Def.\0
146	42	a,Anti Magic\0	a,Increases M. Def.\0
146	43	a,Anti Magic\0	a,Increases M. Def.\0
146	44	a,Anti Magic\0	a,Increases M. Def.\0
146	45	a,Anti Magic\0	a,Increases M. Def.\0
147	1	a,Magic Resistance\0	a,Increases M. Def.\0
147	2	a,Magic Resistance\0	a,Increases M. Def.\0
147	3	a,Magic Resistance\0	a,Increases M. Def.\0
147	4	a,Magic Resistance\0	a,Increases M. Def.\0
147	5	a,Magic Resistance\0	a,Increases M. Def.\0
147	6	a,Magic Resistance\0	a,Increases M. Def.\0
147	7	a,Magic Resistance\0	a,Increases M. Def.\0
147	8	a,Magic Resistance\0	a,Increases M. Def.\0
147	9	a,Magic Resistance\0	a,Increases M. Def.\0
147	10	a,Magic Resistance\0	a,Increases M. Def.\0
147	11	a,Magic Resistance\0	a,Increases M. Def.\0
147	12	a,Magic Resistance\0	a,Increases M. Def.\0
147	13	a,Magic Resistance\0	a,Increases M. Def.\0
147	14	a,Magic Resistance\0	a,Increases M. Def.\0
147	15	a,Magic Resistance\0	a,Increases M. Def.\0
147	16	a,Magic Resistance\0	a,Increases M. Def.\0
147	17	a,Magic Resistance\0	a,Increases M. Def.\0
147	18	a,Magic Resistance\0	a,Increases M. Def.\0
147	19	a,Magic Resistance\0	a,Increases M. Def.\0
147	20	a,Magic Resistance\0	a,Increases M. Def.\0
147	21	a,Magic Resistance\0	a,Increases M. Def.\0
147	22	a,Magic Resistance\0	a,Increases M. Def.\0
147	23	a,Magic Resistance\0	a,Increases M. Def.\0
147	24	a,Magic Resistance\0	a,Increases M. Def.\0
147	25	a,Magic Resistance\0	a,Increases M. Def.\0
147	26	a,Magic Resistance\0	a,Increases M. Def.\0
147	27	a,Magic Resistance\0	a,Increases M. Def.\0
147	28	a,Magic Resistance\0	a,Increases M. Def.\0
147	29	a,Magic Resistance\0	a,Increases M. Def.\0
147	30	a,Magic Resistance\0	a,Increases M. Def.\0
147	31	a,Magic Resistance\0	a,Increases M. Def.\0
147	32	a,Magic Resistance\0	a,Increases M. Def.\0
147	33	a,Magic Resistance\0	a,Increases M. Def.\0
147	34	a,Magic Resistance\0	a,Increases M. Def.\0
147	35	a,Magic Resistance\0	a,Increases M. Def.\0
147	36	a,Magic Resistance\0	a,Increases M. Def.\0
147	37	a,Magic Resistance\0	a,Increases M. Def.\0
147	38	a,Magic Resistance\0	a,Increases M. Def.\0
147	39	a,Magic Resistance\0	a,Increases M. Def.\0
147	40	a,Magic Resistance\0	a,Increases M. Def.\0
147	41	a,Magic Resistance\0	a,Increases M. Def.\0
147	42	a,Magic Resistance\0	a,Increases M. Def.\0
147	43	a,Magic Resistance\0	a,Increases M. Def.\0
147	44	a,Magic Resistance\0	a,Increases M. Def.\0
147	45	a,Magic Resistance\0	a,Increases M. Def.\0
147	46	a,Magic Resistance\0	a,Increases M. Def.\0
147	47	a,Magic Resistance\0	a,Increases M. Def.\0
147	48	a,Magic Resistance\0	a,Increases M. Def.\0
147	49	a,Magic Resistance\0	a,Increases M. Def.\0
147	50	a,Magic Resistance\0	a,Increases M. Def.\0
147	51	a,Magic Resistance\0	a,Increases M. Def.\0
153	1	a,Shield Mastery\0	a,Shield defense rate increases.\0
153	2	a,Shield Mastery\0	a,Shield defense rate increases.\0
153	3	a,Shield Mastery\0	a,Shield defense rate increases.\0
153	4	a,Shield Mastery\0	a,Shield defense rate increases.\0
163	1	a,Spellcraft\0	a,Doubles the spell casting speed when wearing a robe jacket and robe pants.\0
164	1	a,Quick Recovery\0	a,Time between magic reuse shortens.\0
164	2	a,Quick Recovery\0	a,Time between magic reuse shortens.\0
164	3	a,Quick Recovery\0	a,Time between magic reuse shortens.\0
168	1	a,Boost Attack Speed\0	a,Attack speed increases.\0
168	2	a,Boost Attack Speed\0	a,Attack speed increases.\0
168	3	a,Boost Attack Speed\0	a,Attack speed increases.\0
169	1	a,Quick Step\0	a,Moving speed increases.\0
169	2	a,Quick Step\0	a,Moving speed increases.\0
191	1	a,Focus Mind\0	a,Increases one's MP Recovery Speed.\0
191	2	a,Focus Mind\0	a,Increases one's MP Recovery Speed.\0
191	3	a,Focus Mind\0	a,Increases one's MP Recovery Speed.\0
191	4	a,Focus Mind\0	a,Increases one's MP Recovery Speed.\0
191	5	a,Focus Mind\0	a,Increases one's MP Recovery Speed.\0
191	6	a,Focus Mind\0	a,Increases one's MP Recovery Speed.\0
193	1	a,Critical Power\0	a,Increases the power of a critical attack.\0
193	2	a,Critical Power\0	a,Increases the power of a critical attack.\0
193	3	a,Critical Power\0	a,Increases the power of a critical attack.\0
193	4	a,Critical Power\0	a,Increases the power of a critical attack.\0
193	5	a,Critical Power\0	a,Increases the power of a critical attack.\0
193	6	a,Critical Power\0	a,Increases the power of a critical attack.\0
194	1	a,Lucky\0	a,If you die at level 4 or under, you will maintain experience and items.\0
198	1	a,Boost Evasion\0	a,Increase evasion.\0
198	2	a,Boost Evasion\0	a,Increase evasion.\0
198	3	a,Boost Evasion\0	a,Increase evasion.\0
208	1	a,Bow Mastery\0	a,Increases P. Atk. when using a bow.\0
208	2	a,Bow Mastery\0	a,Increases P. Atk. when using a bow.\0
208	3	a,Bow Mastery\0	a,Increases P. Atk. when using a bow.\0
208	4	a,Bow Mastery\0	a,Increases P. Atk. when using a bow.\0
208	5	a,Bow Mastery\0	a,Increases P. Atk. when using a bow.\0
208	6	a,Bow Mastery\0	a,Increases P. Atk. when using a bow.\0
208	7	a,Bow Mastery\0	a,Increases P. Atk. when using a bow.\0
208	8	a,Bow Mastery\0	a,Increases P. Atk. when using a bow.\0
208	9	a,Bow Mastery\0	a,Increases P. Atk. when using a bow.\0
208	10	a,Bow Mastery\0	a,Increases P. Atk. when using a bow.\0
208	11	a,Bow Mastery\0	a,Increases P. Atk. when using a bow.\0
208	12	a,Bow Mastery\0	a,Increases P. Atk. when using a bow.\0
208	13	a,Bow Mastery\0	a,Increases P. Atk. when using a bow.\0
208	14	a,Bow Mastery\0	a,Increases P. Atk. when using a bow.\0
208	15	a,Bow Mastery\0	a,Increases P. Atk. when using a bow.\0
208	16	a,Bow Mastery\0	a,Increases P. Atk. when using a bow.\0
208	17	a,Bow Mastery\0	a,Increases P. Atk. when using a bow.\0
208	18	a,Bow Mastery\0	a,Increases P. Atk. when using a bow.\0
208	19	a,Bow Mastery\0	a,Increases P. Atk. when using a bow.\0
208	20	a,Bow Mastery\0	a,Increases P. Atk. when using a bow.\0
208	21	a,Bow Mastery\0	a,Increases P. Atk. when using a bow.\0
208	22	a,Bow Mastery\0	a,Increases P. Atk. when using a bow.\0
208	23	a,Bow Mastery\0	a,Increases P. Atk. when using a bow.\0
208	24	a,Bow Mastery\0	a,Increases P. Atk. when using a bow.\0
208	25	a,Bow Mastery\0	a,Increases P. Atk. when using a bow.\0
208	26	a,Bow Mastery\0	a,Increases P. Atk. when using a bow.\0
208	27	a,Bow Mastery\0	a,Increases P. Atk. when using a bow.\0
208	28	a,Bow Mastery\0	a,Increases P. Atk. when using a bow.\0
208	29	a,Bow Mastery\0	a,Increases P. Atk. when using a bow.\0
208	30	a,Bow Mastery\0	a,Increases P. Atk. when using a bow.\0
208	31	a,Bow Mastery\0	a,Increases P. Atk. when using a bow.\0
208	32	a,Bow Mastery\0	a,Increases P. Atk. when using a bow.\0
208	33	a,Bow Mastery\0	a,Increases P. Atk. when using a bow.\0
208	34	a,Bow Mastery\0	a,Increases P. Atk. when using a bow.\0
208	35	a,Bow Mastery\0	a,Increases P. Atk. when using a bow.\0
208	36	a,Bow Mastery\0	a,Increases P. Atk. when using a bow.\0
208	37	a,Bow Mastery\0	a,Increases P. Atk. when using a bow.\0
208	38	a,Bow Mastery\0	a,Increases P. Atk. when using a bow.\0
208	39	a,Bow Mastery\0	a,Increases P. Atk. when using a bow.\0
208	40	a,Bow Mastery\0	a,Increases P. Atk. when using a bow.\0
208	41	a,Bow Mastery\0	a,Increases P. Atk. when using a bow.\0
208	42	a,Bow Mastery\0	a,Increases P. Atk. when using a bow.\0
208	43	a,Bow Mastery\0	a,Increases P. Atk. when using a bow.\0
208	44	a,Bow Mastery\0	a,Increases P. Atk. when using a bow.\0
208	45	a,Bow Mastery\0	a,Increases P. Atk. when using a bow.\0
208	46	a,Bow Mastery\0	a,Increases P. Atk. when using a bow.\0
208	47	a,Bow Mastery\0	a,Increases P. Atk. when using a bow.\0
208	48	a,Bow Mastery\0	a,Increases P. Atk. when using a bow.\0
208	49	a,Bow Mastery\0	a,Increases P. Atk. when using a bow.\0
208	50	a,Bow Mastery\0	a,Increases P. Atk. when using a bow.\0
208	51	a,Bow Mastery\0	a,Increases P. Atk. when using a bow.\0
208	52	a,Bow Mastery\0	a,Increases P. Atk. when using a bow.\0
209	1	a,Dagger Mastery\0	a,Increases P. Atk. when using a dagger.\0
209	2	a,Dagger Mastery\0	a,Increases P. Atk. when using a dagger.\0
209	3	a,Dagger Mastery\0	a,Increases P. Atk. when using a dagger.\0
209	4	a,Dagger Mastery\0	a,Increases P. Atk. when using a dagger.\0
209	5	a,Dagger Mastery\0	a,Increases P. Atk. when using a dagger.\0
209	6	a,Dagger Mastery\0	a,Increases P. Atk. when using a dagger.\0
209	7	a,Dagger Mastery\0	a,Increases P. Atk. when using a dagger.\0
209	8	a,Dagger Mastery\0	a,Increases P. Atk. when using a dagger.\0
209	9	a,Dagger Mastery\0	a,Increases P. Atk. when using a dagger.\0
209	10	a,Dagger Mastery\0	a,Increases P. Atk. when using a dagger.\0
209	11	a,Dagger Mastery\0	a,Increases P. Atk. when using a dagger.\0
209	12	a,Dagger Mastery\0	a,Increases P. Atk. when using a dagger.\0
209	13	a,Dagger Mastery\0	a,Increases P. Atk. when using a dagger.\0
209	14	a,Dagger Mastery\0	a,Increases P. Atk. when using a dagger.\0
209	15	a,Dagger Mastery\0	a,Increases P. Atk. when using a dagger.\0
209	16	a,Dagger Mastery\0	a,Increases P. Atk. when using a dagger.\0
209	17	a,Dagger Mastery\0	a,Increases P. Atk. when using a dagger.\0
209	18	a,Dagger Mastery\0	a,Increases P. Atk. when using a dagger.\0
209	19	a,Dagger Mastery\0	a,Increases P. Atk. when using a dagger.\0
209	20	a,Dagger Mastery\0	a,Increases P. Atk. when using a dagger.\0
209	21	a,Dagger Mastery\0	a,Increases P. Atk. when using a dagger.\0
209	22	a,Dagger Mastery\0	a,Increases P. Atk. when using a dagger.\0
209	23	a,Dagger Mastery\0	a,Increases P. Atk. when using a dagger.\0
209	24	a,Dagger Mastery\0	a,Increases P. Atk. when using a dagger.\0
209	25	a,Dagger Mastery\0	a,Increases P. Atk. when using a dagger.\0
209	26	a,Dagger Mastery\0	a,Increases P. Atk. when using a dagger.\0
209	27	a,Dagger Mastery\0	a,Increases P. Atk. when using a dagger.\0
209	28	a,Dagger Mastery\0	a,Increases P. Atk. when using a dagger.\0
209	29	a,Dagger Mastery\0	a,Increases P. Atk. when using a dagger.\0
209	30	a,Dagger Mastery\0	a,Increases P. Atk. when using a dagger.\0
209	31	a,Dagger Mastery\0	a,Increases P. Atk. when using a dagger.\0
209	32	a,Dagger Mastery\0	a,Increases P. Atk. when using a dagger.\0
209	33	a,Dagger Mastery\0	a,Increases P. Atk. when using a dagger.\0
209	34	a,Dagger Mastery\0	a,Increases P. Atk. when using a dagger.\0
209	35	a,Dagger Mastery\0	a,Increases P. Atk. when using a dagger.\0
209	36	a,Dagger Mastery\0	a,Increases P. Atk. when using a dagger.\0
209	37	a,Dagger Mastery\0	a,Increases P. Atk. when using a dagger.\0
209	38	a,Dagger Mastery\0	a,Increases P. Atk. when using a dagger.\0
209	39	a,Dagger Mastery\0	a,Increases P. Atk. when using a dagger.\0
209	40	a,Dagger Mastery\0	a,Increases P. Atk. when using a dagger.\0
209	41	a,Dagger Mastery\0	a,Increases P. Atk. when using a dagger.\0
209	42	a,Dagger Mastery\0	a,Increases P. Atk. when using a dagger.\0
209	43	a,Dagger Mastery\0	a,Increases P. Atk. when using a dagger.\0
209	44	a,Dagger Mastery\0	a,Increases P. Atk. when using a dagger.\0
209	45	a,Dagger Mastery\0	a,Increases P. Atk. when using a dagger.\0
211	1	a,Boost HP\0	a,Increases one's maximum HP.\0
211	2	a,Boost HP\0	a,Increases one's maximum HP.\0
